,ID WMO,:  96751
,NAMA STASIUN,:  Stasiun Meteorologi Citeko
,LINTANG,:  -6.70000
,BUJUR,:  106.85000
,ELEVASI,:  920 Meter
,,
,,
TANGGAL,RR,
01-09-2025,3.3,
02-09-2025,0,
03-09-2025,0,
04-09-2025,0,
05-09-2025,0,
06-09-2025,21.3,
07-09-2025,0.4,
08-09-2025,0,
09-09-2025,0,
10-09-2025,26.3,
11-09-2025,0.3,
12-09-2025,1.8,
13-09-2025,7,
14-09-2025,0,
15-09-2025,8888,
16-09-2025,0,
17-09-2025,28,
18-09-2025,7.4,
19-09-2025,8888,
20-09-2025,8888,
21-09-2025,1,
22-09-2025,0,
23-09-2025,0.3,
24-09-2025,8888,
25-09-2025,36,
26-09-2025,17,
27-09-2025,4.7,
28-09-2025,2.5,
29-09-2025,0,
30-09-2025,11.4,
,,
,,
,,
KETERANGAN:,,
8888: Data tidak terukur,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,
RR: Curah hujan(mm),,
