,ID WMO,:  96751
,NAMA STASIUN,:  Stasiun Meteorologi Citeko
,LINTANG,:  -6.70000
,BUJUR,:  106.85000
,ELEVASI,:  920 Meter
,,
,,
TANGGAL,RR,
01-05-2025,2.3,
02-05-2025,1.2,
03-05-2025,0.2,
04-05-2025,16.8,
05-05-2025,9.1,
06-05-2025,3.8,
07-05-2025,24.6,
08-05-2025,0.2,
09-05-2025,15.6,
10-05-2025,8888,
11-05-2025,0.3,
12-05-2025,0,
13-05-2025,0,
14-05-2025,55.5,
15-05-2025,62,
16-05-2025,60,
17-05-2025,0,
18-05-2025,2.7,
19-05-2025,1.9,
20-05-2025,0,
21-05-2025,5.5,
22-05-2025,4,
23-05-2025,39.9,
24-05-2025,24.1,
25-05-2025,4.8,
26-05-2025,0.8,
27-05-2025,4.2,
28-05-2025,0,
29-05-2025,0,
30-05-2025,4.8,
31-05-2025,8888,
,,
,,
,,
KETERANGAN:,,
8888: Data tidak terukur,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,
RR: Curah hujan(mm),,
