,ID WMO,:  96751
,NAMA STASIUN,:  Stasiun Meteorologi Citeko
,LINTANG,:  -6.70000
,BUJUR,:  106.85000
,ELEVASI,:  920 Meter
,,
,,
TANGGAL,RR,
01-04-2025,0,
02-04-2025,19.5,
03-04-2025,17.4,
04-04-2025,54.7,
05-04-2025,0,
06-04-2025,3.7,
07-04-2025,20.7,
08-04-2025,0,
09-04-2025,1,
10-04-2025,8888,
11-04-2025,4.3,
12-04-2025,6.5,
13-04-2025,13.7,
14-04-2025,15.2,
15-04-2025,8888,
16-04-2025,8.8,
17-04-2025,4.7,
18-04-2025,0,
19-04-2025,10,
20-04-2025,21,
21-04-2025,0,
22-04-2025,0,
23-04-2025,0,
24-04-2025,0,
25-04-2025,3.6,
26-04-2025,3,
27-04-2025,9,
28-04-2025,57.1,
29-04-2025,0,
30-04-2025,16.3,
,,
,,
,,
KETERANGAN:,,
8888: Data tidak terukur,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,
RR: Curah hujan(mm),,
