,ID WMO,:  96751
,NAMA STASIUN,:  Stasiun Meteorologi Citeko
,LINTANG,:  -6.70000
,BUJUR,:  106.85000
,ELEVASI,:  920 Meter
,,
,,
TANGGAL,RR,
01-11-2024,0,
02-11-2024,3,
03-11-2024,6.6,
04-11-2024,5.3,
05-11-2024,1.8,
06-11-2024,24.6,
07-11-2024,0,
08-11-2024,0,
09-11-2024,4.2,
10-11-2024,50.1,
11-11-2024,4.8,
12-11-2024,29.6,
13-11-2024,7.5,
14-11-2024,0.5,
15-11-2024,0,
16-11-2024,14,
17-11-2024,26.5,
18-11-2024,25.8,
19-11-2024,25.1,
20-11-2024,18.4,
21-11-2024,35.2,
22-11-2024,30.3,
23-11-2024,13.5,
24-11-2024,16.7,
25-11-2024,17.6,
26-11-2024,0.1,
27-11-2024,18.5,
28-11-2024,68.6,
29-11-2024,13.6,
30-11-2024,8888,
,,
,,
,,
KETERANGAN:,,
8888: Data tidak terukur,,
9999: Tidak Ada Data (tidak dilakukan pengukuran),,
RR: Curah hujan(mm),,
